Airline,Origin,Destination,Distance,DepTime,ArrDelay,Delayed
WN,SFO,DFW,1200,1820,111,1
WN,SFO,ATL,2578,1690,46,1
NK,SFO,CLT,744,1619,81,1
WN,ATL,CLT,2676,1061,155,1
UA,SFO,ORD,2052,1818,110,1
WN,CLT,CLT,581,696,-11,0
AA,LAS,DFW,2638,1444,167,1
AS,SFO,JFK,203,1667,170,1
AS,DEN,CLT,1920,882,28,1
DL,DFW,SFO,2567,455,162,1
WN,SFO,SFO,2216,969,162,1
AS,LAX,DFW,2044,1561,52,1
WN,DFW,DFW,2012,1112,30,1
DL,CLT,SFO,1455,675,48,1
AS,DEN,LAS,765,293,152,1
AA,DEN,JFK,890,856,151,1
UA,JFK,CLT,1594,1438,-20,0
NK,LAX,LAS,2942,775,50,1
NK,ORD,SFO,480,804,-16,0
NK,SFO,LAX,2051,1348,-20,0
WN,DEN,DFW,2025,898,76,1
AS,DFW,ATL,2933,619,130,1
AS,LAS,SFO,2398,1898,159,1
DL,SFO,ORD,1988,1607,23,1
AA,LAS,CLT,2788,1023,66,1
B6,ORD,DFW,939,2049,-6,0
AS,CLT,DEN,1120,599,38,1
UA,LAS,ATL,955,1781,-15,0
DL,LAX,SFO,1847,2104,29,1
AS,ATL,LAS,2189,883,38,1
AS,LAX,ATL,1102,550,88,1
DL,SFO,DEN,987,1337,-12,0
DL,ATL,DEN,2125,849,67,1
WN,DEN,JFK,334,977,-8,0
AS,CLT,LAS,1304,639,179,1
B6,DEN,LAX,2858,93,152,1
UA,ATL,JFK,814,917,87,1
AA,DEN,DFW,2436,885,127,1
AA,JFK,LAX,753,1839,170,1
B6,DEN,DFW,844,1753,104,1
DL,CLT,JFK,746,973,76,1
DL,ATL,SFO,2499,1928,107,1
DL,LAS,ATL,1724,1442,75,1
AS,DEN,CLT,2240,1685,133,1
DL,DEN,CLT,2689,1020,173,1
DL,ATL,SFO,2447,84,157,1
AS,CLT,JFK,2093,331,22,1
AS,DFW,ORD,1834,2190,83,1
B6,JFK,DEN,2779,262,-15,0
WN,SFO,DEN,2420,1759,-4,0
AS,CLT,DEN,2989,217,129,1
UA,DEN,LAX,1467,619,109,1
DL,SFO,CLT,629,1887,59,1
WN,SFO,ORD,2938,563,101,1
AA,ATL,DFW,1589,1580,3,0
B6,ATL,LAS,677,1016,15,1
WN,JFK,SFO,1994,1173,133,1
AS,LAX,LAS,1917,311,111,1
DL,ORD,ATL,1769,503,107,1
DL,DFW,JFK,897,337,49,1
DL,LAS,ORD,434,1700,81,1
WN,DFW,DFW,2250,818,14,0
DL,DEN,JFK,1444,1066,19,1
AS,SFO,SFO,2268,1790,150,1
WN,ATL,JFK,1820,2069,9,0
DL,CLT,CLT,2762,2051,158,1
AA,DEN,SFO,2412,1721,43,1
AA,JFK,LAX,2264,1975,89,1
UA,DEN,SFO,1011,1834,149,1
DL,LAX,DEN,762,481,150,1
DL,ATL,SFO,2895,1404,126,1
WN,ATL,JFK,881,1724,13,0
WN,DFW,SFO,313,1444,-9,0
NK,LAX,LAS,2195,809,72,1
DL,DEN,CLT,1939,1401,174,1
UA,ORD,SFO,2773,1125,62,1
DL,LAS,LAX,2904,2175,73,1
AS,DEN,SFO,2776,795,-8,0
WN,ORD,LAX,2597,1630,66,1
DL,ORD,ATL,1395,1246,150,1
WN,DFW,JFK,1492,2094,166,1
DL,DEN,ORD,2765,271,107,1
B6,ATL,DFW,922,152,130,1
WN,DFW,DEN,737,1386,116,1
UA,ORD,ORD,1468,218,30,1
B6,ATL,ORD,869,1290,131,1
AS,CLT,DEN,1859,1887,25,1
DL,CLT,LAS,1453,2049,5,0
NK,JFK,LAX,1017,137,71,1
AS,ATL,LAX,1079,1656,90,1
WN,LAX,SFO,722,2234,174,1
B6,ATL,ATL,1989,435,72,1
AS,DFW,JFK,2206,440,175,1
UA,JFK,DEN,472,2021,148,1
NK,DFW,LAS,2708,979,140,1
WN,SFO,DEN,282,1525,89,1
B6,DFW,DEN,398,1796,143,1
AS,SFO,ATL,1460,1755,-15,0
B6,LAS,JFK,2315,1066,73,1
B6,CLT,SFO,271,669,110,1
AS,JFK,ATL,1747,1624,125,1
AA,LAX,LAS,2563,1598,66,1
DL,DEN,ATL,848,1804,120,1
WN,DFW,LAS,976,1454,75,1
WN,JFK,JFK,1915,919,100,1
NK,LAX,ATL,2068,810,178,1
NK,ORD,LAX,373,891,178,1
NK,DFW,DEN,1544,1639,113,1
WN,SFO,LAS,1002,1693,173,1
B6,DEN,LAX,1585,1624,88,1
NK,ORD,LAX,1759,1968,25,1
AS,DEN,JFK,748,1933,148,1
DL,ATL,LAS,610,2088,168,1
UA,ORD,JFK,519,384,107,1
WN,ATL,LAX,361,2069,142,1
AS,CLT,DFW,1167,405,95,1
DL,JFK,SFO,1449,1783,44,1
DL,ORD,LAS,2183,1348,8,0
AA,CLT,JFK,216,1739,-4,0
AS,LAS,CLT,798,2347,144,1
WN,ORD,JFK,1167,1215,83,1
NK,LAS,LAS,2675,1237,41,1
B6,ATL,LAX,211,912,4,0
NK,ATL,ORD,1082,1542,145,1
DL,SFO,ATL,1585,1690,24,1
DL,DEN,ORD,2099,570,146,1
UA,ORD,LAX,2269,1876,89,1
NK,CLT,DFW,408,2066,-13,0
AA,DFW,LAX,1675,249,138,1
DL,LAX,LAX,680,1022,111,1
DL,ORD,CLT,800,478,36,1
B6,SFO,LAX,767,2230,120,1
B6,LAS,CLT,2646,1690,65,1
UA,JFK,CLT,2608,276,105,1
AS,DEN,JFK,1562,1721,6,0
UA,LAS,DFW,1047,1902,41,1
UA,SFO,LAS,2917,1376,12,0
B6,ORD,CLT,2576,432,34,1
NK,SFO,LAS,616,1505,154,1
NK,LAX,ORD,682,1680,150,1
NK,LAX,LAX,247,162,153,1
AS,JFK,JFK,655,1455,-1,0
B6,ORD,CLT,2355,1494,177,1
AA,JFK,CLT,1215,652,-13,0
WN,CLT,CLT,813,520,83,1
WN,CLT,ORD,2672,738,179,1
AA,ATL,JFK,1013,2063,170,1
NK,JFK,LAS,1751,266,0,0
WN,LAX,SFO,1530,2103,88,1
AS,LAX,DEN,2989,1323,20,1
B6,LAX,SFO,334,2032,127,1
WN,LAS,DEN,2070,450,15,1
AS,SFO,ATL,2934,1526,73,1
B6,LAS,LAX,576,2344,95,1
AS,LAX,JFK,1644,1184,88,1
AA,DFW,LAS,1398,791,174,1
UA,JFK,LAX,2239,1831,74,1
AA,LAX,DEN,2960,1687,150,1
WN,ATL,CLT,1123,554,18,1
B6,JFK,SFO,2963,1192,-6,0
AS,CLT,LAS,2629,1940,157,1
WN,DEN,LAS,1270,1102,117,1
WN,JFK,ATL,919,242,82,1
UA,LAS,LAS,1051,227,29,1
NK,JFK,LAX,1355,1813,85,1
WN,ATL,JFK,835,1252,55,1
UA,DFW,DEN,344,549,67,1
B6,LAS,ATL,1577,354,88,1
B6,LAX,ATL,2257,2353,48,1
AS,LAS,JFK,613,2104,147,1
NK,JFK,DEN,1191,1288,14,0
UA,ATL,ORD,2852,552,26,1
AA,SFO,SFO,2426,798,-15,0
B6,ATL,JFK,912,1714,38,1
NK,CLT,CLT,315,700,170,1
AS,SFO,LAS,1805,1439,112,1
AA,DEN,ATL,1883,514,112,1
B6,DFW,DFW,478,1490,125,1
B6,ORD,CLT,514,591,45,1
AS,CLT,DFW,267,1140,29,1
AS,ATL,ATL,338,42,90,1
DL,CLT,DFW,2984,926,131,1
WN,JFK,LAX,1563,502,170,1
WN,LAX,LAX,1951,1831,174,1
AA,LAX,JFK,2871,2257,51,1
WN,DEN,ATL,1417,1147,54,1
AA,DFW,CLT,2066,833,129,1
NK,SFO,LAX,1711,8,-19,0
B6,LAX,SFO,1390,540,96,1
DL,LAS,CLT,212,407,-4,0
DL,LAX,JFK,980,908,169,1
B6,JFK,ORD,711,2005,78,1
AS,LAX,DEN,460,1772,144,1
UA,ORD,SFO,2921,2125,-17,0
UA,DEN,DFW,1389,1328,80,1
WN,SFO,SFO,2487,1155,173,1
AS,DEN,DEN,1539,621,98,1
AA,JFK,SFO,1315,1560,99,1
NK,LAS,ATL,1424,491,110,1
DL,CLT,LAX,2398,1816,56,1
WN,LAX,CLT,1729,922,143,1
B6,JFK,JFK,760,1351,60,1
AS,SFO,ATL,1170,1283,16,1
DL,ORD,ATL,2558,1747,45,1
AA,ORD,JFK,291,2081,78,1
AA,LAS,CLT,1718,460,149,1
UA,LAX,DEN,278,713,67,1
WN,DFW,LAX,284,558,149,1
B6,ATL,ATL,2433,2357,-3,0
DL,JFK,SFO,623,727,62,1
NK,DEN,LAS,1430,157,12,0
AA,DEN,SFO,1535,411,160,1
DL,JFK,LAX,2113,1515,18,1
B6,SFO,JFK,2510,522,22,1
DL,DEN,SFO,1054,992,16,1
WN,ATL,LAS,2159,96,88,1
UA,SFO,LAX,767,692,-3,0
DL,ORD,ORD,1192,1030,110,1
AS,DEN,ATL,532,1011,-20,0
UA,DEN,LAS,2120,1383,162,1
B6,DEN,SFO,2881,1285,54,1
UA,ORD,LAX,2136,470,41,1
DL,DFW,ATL,1501,660,130,1
DL,JFK,ATL,1606,2269,44,1
AS,DEN,ATL,829,1056,75,1
AA,SFO,SFO,478,2006,34,1
AS,DFW,DEN,2466,1776,17,1
DL,DFW,LAX,1244,1977,44,1
NK,DEN,LAX,580,1445,-6,0
UA,SFO,ORD,2330,241,-3,0
AS,ATL,JFK,2814,1623,62,1
AS,SFO,LAS,249,1342,137,1
NK,DFW,SFO,2243,383,9,0
NK,SFO,SFO,2090,1241,84,1
NK,JFK,LAS,813,1651,144,1
AA,LAX,SFO,702,1432,88,1
DL,LAX,JFK,1506,578,59,1
DL,SFO,ATL,828,337,157,1
B6,LAS,LAS,1898,1767,169,1
AA,SFO,DEN,2214,652,166,1
B6,DEN,CLT,872,1108,11,0
B6,ORD,ORD,1248,1049,-14,0
B6,DFW,DEN,2686,2000,14,0
WN,LAX,ATL,1819,902,75,1
B6,LAS,CLT,1607,1516,21,1
AS,DEN,ORD,1940,712,119,1
UA,LAS,DFW,1054,2074,137,1
AS,LAS,LAX,2723,230,93,1
AS,SFO,SFO,1795,401,119,1
DL,DFW,LAS,710,1333,22,1
WN,ATL,DFW,2396,2134,128,1
B6,JFK,LAS,1005,505,0,0
DL,LAS,LAX,511,1536,169,1
AA,DEN,CLT,394,1417,32,1
AA,LAX,ORD,541,394,7,0
DL,SFO,DFW,2173,695,99,1
UA,DEN,ORD,2001,2202,61,1
DL,ATL,DFW,505,1129,154,1
DL,DEN,DFW,1880,1015,94,1
WN,DEN,JFK,2038,512,124,1
AA,DFW,CLT,1128,1022,90,1
AA,JFK,SFO,950,2149,77,1
B6,ORD,CLT,1793,1806,130,1
AS,SFO,ORD,585,1838,72,1
DL,LAX,SFO,1023,277,54,1
DL,JFK,SFO,2923,272,23,1
UA,CLT,LAX,1101,2038,-15,0
NK,SFO,ORD,2993,2050,-19,0
NK,DEN,DEN,1581,1356,13,0
AA,DFW,ATL,2754,148,133,1
UA,DEN,ATL,583,10,33,1
WN,JFK,JFK,1472,1310,62,1
B6,LAS,CLT,1322,535,16,1
UA,JFK,LAX,2310,2173,64,1
AA,ATL,DEN,1264,616,4,0
WN,ORD,JFK,781,34,166,1
DL,ATL,JFK,1030,123,33,1
WN,JFK,LAX,1577,1983,99,1
AS,ATL,DEN,1712,234,112,1
UA,ATL,ATL,1285,89,28,1
AA,ORD,CLT,489,787,8,0
UA,CLT,SFO,864,534,24,1
DL,SFO,ATL,291,1166,113,1
NK,LAS,ATL,1645,316,176,1
DL,LAX,DFW,373,1279,6,0
AA,ORD,SFO,1201,629,60,1
AS,DEN,LAS,2132,250,25,1
B6,LAX,DFW,2900,1161,106,1
WN,LAX,ORD,622,747,32,1
WN,LAX,LAS,1917,428,107,1
DL,LAX,JFK,2883,1538,154,1
UA,DFW,LAX,2556,1134,133,1
NK,JFK,ATL,634,1047,128,1
UA,SFO,DEN,1764,708,-17,0
AS,JFK,ORD,1565,110,147,1
B6,JFK,ORD,1550,2346,21,1
UA,DFW,LAS,1285,560,15,1
WN,SFO,ORD,844,2161,67,1
NK,ORD,DFW,1530,125,83,1
UA,SFO,ORD,2564,2294,103,1
NK,LAS,JFK,690,1794,69,1
B6,ATL,DFW,2285,497,10,0
WN,DFW,DFW,849,394,128,1
NK,CLT,ORD,1734,1349,15,1
UA,LAS,LAS,2696,1367,174,1
WN,DFW,ATL,463,2322,150,1
DL,DFW,ORD,570,1687,179,1
DL,LAX,DFW,385,1642,101,1
AS,LAS,SFO,485,673,90,1
DL,DEN,LAX,2317,2260,6,0
UA,DFW,DFW,339,1740,9,0
B6,DFW,ORD,316,2201,-8,0
WN,ATL,LAS,2606,2165,66,1
NK,JFK,CLT,777,361,2,0
AA,DEN,LAS,525,2160,123,1
DL,JFK,DEN,1099,584,152,1
DL,LAX,ATL,381,1516,21,1
AA,SFO,LAS,1366,793,84,1
NK,JFK,ATL,1260,1605,54,1
NK,CLT,ATL,1896,1421,133,1
AA,CLT,LAX,2533,1396,111,1
NK,SFO,JFK,1410,1404,32,1
UA,SFO,ATL,432,626,71,1
NK,JFK,DEN,2777,25,58,1
WN,ORD,ATL,1733,810,-15,0
NK,LAS,ATL,2674,1467,75,1
DL,DFW,LAX,411,2232,170,1
B6,DFW,ORD,939,94,176,1
UA,SFO,ORD,445,406,7,0
UA,CLT,SFO,439,169,78,1
NK,DEN,ATL,227,206,-20,0
B6,DFW,ORD,473,381,31,1
B6,JFK,DFW,1121,1581,145,1
AS,LAS,ATL,2543,1598,44,1
B6,DEN,JFK,2314,858,-13,0
NK,ORD,DEN,1669,1855,102,1
NK,SFO,DFW,2087,1587,12,0
AA,ATL,SFO,1494,1288,-3,0
DL,ORD,CLT,832,1153,63,1
AS,SFO,ORD,524,1204,40,1
NK,DEN,ATL,679,2267,50,1
AA,ATL,DFW,2552,2109,127,1
AS,CLT,CLT,2799,1811,112,1
DL,LAX,SFO,1793,1689,75,1
AS,DEN,SFO,2421,876,43,1
AA,ORD,DFW,415,1726,88,1
WN,CLT,ATL,2548,18,166,1
NK,CLT,JFK,1692,1498,10,0
DL,JFK,DEN,272,863,61,1
UA,LAX,LAS,737,1694,92,1
DL,ATL,LAX,1633,1076,127,1
DL,JFK,JFK,292,2023,-20,0
DL,ORD,DFW,1011,310,118,1
WN,ATL,ATL,834,2060,86,1
NK,ORD,ATL,659,128,155,1
AA,DFW,JFK,1052,891,99,1
NK,SFO,JFK,1580,1733,-15,0
UA,CLT,JFK,333,736,26,1
AA,CLT,CLT,218,1078,166,1
AS,LAX,JFK,1399,814,50,1
AS,JFK,DFW,1964,1880,93,1
AS,DEN,DEN,716,716,129,1
AA,JFK,SFO,2788,1370,97,1
B6,DEN,DFW,1370,2220,141,1
WN,SFO,LAS,655,488,43,1
B6,LAS,JFK,2089,873,59,1
NK,JFK,SFO,2070,776,60,1
AS,SFO,DEN,972,1639,88,1
WN,ATL,LAS,1228,2291,11,0
AA,LAS,DEN,2772,1554,-20,0
AS,ATL,LAX,2752,1493,38,1
AA,LAX,LAS,2945,945,149,1
WN,JFK,ATL,2114,186,44,1
AA,SFO,LAS,2157,378,21,1
AA,SFO,ORD,2438,611,10,0
UA,ORD,ORD,621,190,71,1
NK,DFW,DFW,1747,1665,80,1
B6,SFO,CLT,580,1218,130,1
B6,CLT,LAS,2553,2218,14,0
B6,LAS,ATL,200,359,172,1
DL,JFK,CLT,2472,2233,145,1
UA,LAS,DFW,2251,1304,0,0
AS,DEN,LAS,2376,1162,41,1
AS,DEN,ORD,1777,1707,15,1
AS,SFO,CLT,1223,500,147,1
B6,LAS,DFW,2783,532,160,1
NK,SFO,CLT,699,2264,56,1
B6,SFO,JFK,2524,17,40,1
NK,ORD,LAS,1900,368,102,1
UA,LAS,DFW,217,810,35,1
NK,ATL,ORD,2250,874,78,1
AA,DEN,LAX,2404,1038,99,1
B6,SFO,ORD,2633,1334,26,1
AS,LAS,JFK,2680,2212,150,1
AA,ORD,DEN,1055,1089,168,1
B6,LAX,SFO,2701,653,116,1
WN,LAX,SFO,1825,808,91,1
DL,LAX,LAX,1193,529,27,1
B6,LAS,ORD,2416,380,84,1
WN,CLT,ATL,767,2297,94,1
UA,LAS,SFO,2677,1441,110,1
WN,LAS,CLT,350,2355,90,1
UA,JFK,LAS,1527,183,42,1
B6,LAS,DEN,2542,613,81,1
UA,JFK,SFO,2290,783,68,1
WN,DFW,CLT,2729,542,83,1
NK,ATL,SFO,1009,1123,28,1
DL,CLT,SFO,1956,505,132,1
AA,DFW,LAS,2919,703,20,1
AA,LAS,DEN,1371,219,39,1
DL,JFK,JFK,1871,1770,90,1
AS,CLT,ORD,799,618,154,1
AA,DEN,DFW,2894,385,166,1
B6,JFK,LAS,2657,785,60,1
AS,LAX,JFK,429,493,84,1
B6,ATL,LAX,694,1636,108,1
WN,DFW,ORD,896,1903,174,1
WN,JFK,ATL,368,1288,174,1
AS,SFO,DEN,1406,1247,36,1
AS,ATL,SFO,1683,1959,123,1
AS,JFK,SFO,1273,1964,24,1
AS,DEN,LAX,2783,1192,91,1
UA,LAS,ORD,207,1981,69,1
NK,LAS,JFK,208,176,168,1
AS,ATL,JFK,2522,1202,169,1
NK,SFO,DEN,314,1732,98,1
AS,JFK,ATL,1797,859,57,1
WN,LAS,ATL,1321,1079,113,1
B6,JFK,LAS,392,2300,105,1
NK,LAS,CLT,1348,311,158,1
WN,DEN,ORD,1718,426,131,1
AA,SFO,ORD,539,178,71,1
UA,ATL,CLT,889,358,168,1
UA,LAS,LAX,2628,1700,-3,0
B6,DEN,DFW,1379,1359,146,1
AS,DEN,DEN,2787,1106,16,1
WN,DEN,DFW,412,1869,122,1
AA,ATL,JFK,429,998,23,1
WN,SFO,DFW,1426,697,167,1
AS,LAX,LAS,2079,1547,177,1
AS,LAX,LAX,2515,1260,115,1
DL,DEN,ORD,2989,1691,26,1
WN,LAS,DEN,1923,1238,105,1
B6,ORD,ORD,1355,68,109,1
WN,SFO,DEN,1143,685,101,1
UA,LAS,SFO,1430,1211,133,1
AA,LAS,ORD,1141,1860,145,1
NK,ORD,ATL,875,173,-16,0
B6,JFK,DEN,1966,103,47,1
DL,LAX,JFK,1041,2329,34,1
AA,CLT,JFK,1265,606,28,1
AA,SFO,DFW,2773,1226,26,1
NK,JFK,CLT,1083,1274,117,1
UA,ORD,JFK,1398,2303,42,1
UA,CLT,JFK,1611,6,11,0
UA,SFO,JFK,2411,763,35,1
B6,DFW,JFK,1646,601,129,1
WN,ORD,LAS,2417,1757,103,1
AA,SFO,LAX,2801,1237,123,1
WN,DFW,DEN,463,990,13,0
WN,JFK,LAX,1347,2273,-13,0
UA,DFW,DFW,1734,364,44,1
WN,ORD,DFW,825,1786,27,1
AA,LAX,LAS,2672,1156,136,1
AA,ORD,ATL,1762,1361,74,1
AS,ATL,DEN,2804,2032,144,1
DL,JFK,ATL,1047,2275,78,1
B6,ATL,DEN,2487,2293,66,1
WN,LAS,ORD,2684,1135,-19,0
B6,JFK,ATL,722,1301,117,1
B6,SFO,LAS,1403,53,-20,0
B6,CLT,JFK,539,2012,82,1
NK,LAS,SFO,2792,1685,81,1
AS,SFO,ORD,465,444,54,1
B6,LAS,LAS,1710,897,5,0
AS,ORD,SFO,1908,1629,90,1
AA,JFK,LAX,375,781,10,0
NK,LAX,DFW,945,1037,-15,0
WN,JFK,JFK,842,576,15,1
AS,LAX,JFK,844,700,47,1
DL,LAS,SFO,2477,2036,9,0
B6,DFW,SFO,363,1184,-7,0
NK,ATL,CLT,979,1663,30,1
DL,LAX,CLT,1392,1440,104,1
AA,ORD,SFO,2473,1960,56,1
AA,LAS,ORD,1006,1037,71,1
UA,ORD,ORD,1332,2256,8,0
B6,CLT,LAX,2455,1527,91,1
UA,JFK,JFK,1695,2186,106,1
NK,DFW,CLT,1202,1696,-6,0
DL,LAX,DEN,1100,2020,-15,0
WN,ATL,DFW,520,163,21,1
UA,LAX,JFK,1585,2268,87,1
AA,ORD,DFW,1937,1838,177,1
B6,DFW,CLT,847,1849,45,1
DL,LAX,CLT,2907,945,148,1
AS,LAS,DEN,1727,2225,29,1
NK,CLT,LAX,293,1376,2,0
NK,DFW,LAX,2201,1310,135,1
AA,JFK,LAX,1780,1145,7,0
AS,DFW,CLT,630,2304,173,1
NK,ATL,CLT,1506,1768,168,1
WN,LAS,CLT,2085,363,144,1
B6,LAX,JFK,637,141,110,1
WN,SFO,LAS,1002,130,176,1
NK,LAX,ATL,346,1213,55,1
WN,ORD,LAS,2182,548,139,1
NK,ORD,SFO,636,152,176,1
B6,CLT,ORD,2609,2176,52,1
B6,LAX,ORD,1982,718,151,1
AS,JFK,LAX,2181,437,18,1
WN,DEN,SFO,301,1985,8,0
DL,DEN,CLT,1937,643,166,1
AS,JFK,JFK,574,1152,58,1
B6,DFW,SFO,2292,2333,105,1
AA,LAS,LAX,611,1135,-2,0
NK,DFW,SFO,687,334,87,1
AS,SFO,DEN,2571,1194,101,1
UA,DEN,LAS,1145,988,45,1
DL,ATL,SFO,366,132,105,1
NK,LAX,LAS,2784,1405,-4,0
AS,DFW,DFW,2314,1506,50,1
B6,LAS,DEN,1432,1212,137,1
B6,ORD,DEN,1733,1755,136,1
DL,ORD,ORD,2846,539,103,1
UA,SFO,ORD,2844,434,-20,0
AS,LAX,JFK,662,864,89,1
AS,CLT,ATL,960,1717,153,1
WN,SFO,ORD,1533,2134,5,0
AA,CLT,SFO,2324,2239,72,1
B6,DEN,DEN,2631,1479,74,1
AS,DFW,LAS,770,2086,104,1
AS,ATL,ORD,1238,2264,115,1
NK,CLT,DEN,380,826,63,1
NK,LAX,LAS,1152,80,113,1
AS,DEN,ORD,1043,1455,44,1
UA,DEN,LAS,2613,1013,121,1
AA,DFW,ORD,1169,1089,8,0
AS,LAX,JFK,1918,1338,68,1
DL,DFW,ORD,1087,495,-1,0
B6,ORD,DFW,2580,2202,-5,0
WN,SFO,CLT,1333,1745,80,1
NK,SFO,JFK,2777,1338,45,1
DL,CLT,ATL,553,1157,89,1
B6,LAS,CLT,507,1599,86,1
NK,JFK,DEN,361,1892,-6,0
UA,ATL,ATL,2652,491,41,1
NK,DEN,ORD,2930,2048,167,1
AA,SFO,JFK,2704,1299,45,1
AA,DFW,CLT,986,1369,3,0
B6,DEN,LAX,1361,2012,148,1
DL,JFK,SFO,2281,2139,-15,0
WN,DFW,ORD,1429,2063,89,1
UA,LAX,DFW,2811,648,-9,0
B6,LAX,DEN,2229,32,137,1
UA,JFK,ORD,1671,190,152,1
AA,LAS,DEN,2511,1984,55,1
AS,ATL,SFO,2988,59,86,1
AS,ATL,SFO,2664,1030,7,0
WN,LAS,LAX,1321,690,43,1
UA,DFW,LAX,343,569,-16,0
B6,ATL,ORD,2183,2087,134,1
WN,SFO,SFO,1582,2211,-10,0
NK,DFW,JFK,2786,1623,158,1
NK,CLT,CLT,2984,1352,154,1
DL,ORD,ATL,786,1744,-19,0
AS,CLT,DEN,1106,29,54,1
B6,DEN,DFW,605,937,45,1
UA,LAS,JFK,789,187,96,1
WN,DEN,DFW,2633,983,19,1
B6,ATL,DFW,2601,2182,50,1
WN,LAX,SFO,2258,558,156,1
WN,ORD,LAS,436,1367,61,1
WN,SFO,LAS,2978,1286,145,1
UA,DFW,JFK,2457,776,140,1
B6,SFO,DFW,1191,1518,167,1
AA,SFO,ATL,1151,1172,-14,0
AA,DEN,SFO,2361,955,71,1
UA,LAX,DFW,2718,1460,19,1
NK,DFW,LAX,2703,575,44,1
UA,DEN,ATL,2833,1080,170,1
AS,CLT,ATL,2147,772,120,1
WN,JFK,ORD,1247,1224,19,1
B6,SFO,DFW,1439,586,48,1
B6,DFW,CLT,1119,309,154,1
DL,SFO,LAX,2798,921,39,1
DL,ORD,LAX,301,1657,128,1
AA,ATL,LAS,2486,1667,-13,0
DL,LAX,DFW,1555,804,51,1
DL,DEN,LAX,448,361,46,1
AA,DFW,LAX,1241,491,80,1
AS,JFK,ORD,2733,707,169,1
NK,JFK,LAS,1112,1316,164,1
AA,CLT,DEN,1595,367,177,1
NK,CLT,JFK,784,1326,39,1
DL,DEN,ORD,1840,176,75,1
B6,LAS,DFW,1405,1422,112,1
DL,JFK,ATL,2845,121,155,1
WN,CLT,DFW,1919,540,132,1
NK,LAX,JFK,1838,572,108,1
NK,CLT,JFK,740,1720,18,1
WN,ORD,LAX,2116,1426,-4,0
WN,DEN,LAS,1209,250,124,1
AS,SFO,ORD,1875,2252,107,1
UA,ORD,CLT,1879,429,103,1
WN,LAX,ORD,2734,426,30,1
NK,JFK,ORD,1396,1691,160,1
B6,DFW,LAS,1821,650,54,1
NK,JFK,LAS,1335,710,136,1
NK,JFK,LAX,576,1569,176,1
AS,DFW,CLT,1524,2118,48,1
UA,ORD,LAS,2816,682,75,1
UA,ORD,SFO,484,136,133,1
WN,SFO,CLT,2382,2295,135,1
DL,ORD,JFK,484,1797,41,1
NK,LAX,LAX,1078,1105,89,1
AA,ORD,CLT,1538,2275,-6,0
DL,ATL,ORD,1850,503,150,1
DL,LAS,SFO,2041,1953,76,1
UA,LAX,SFO,2268,846,86,1
UA,DEN,CLT,988,567,50,1
AS,DFW,CLT,578,2308,10,0
AS,DEN,CLT,1525,2269,122,1
UA,DFW,DFW,344,353,168,1
B6,DEN,JFK,1114,2179,41,1
B6,ATL,LAS,544,2277,130,1
AA,CLT,LAS,2237,1919,31,1
UA,LAS,DEN,2600,163,7,0
WN,SFO,LAS,1764,1058,136,1
AS,JFK,SFO,2720,407,179,1
UA,DFW,ATL,892,839,156,1
B6,SFO,ATL,1143,1606,155,1
UA,DFW,JFK,1061,584,40,1
B6,DFW,LAS,965,2000,-20,0
UA,DFW,DEN,448,220,176,1
NK,DFW,SFO,2384,2179,163,1
WN,DFW,LAX,760,85,109,1
AA,JFK,ORD,296,1498,94,1
NK,DEN,ATL,428,625,50,1
WN,DEN,ORD,2937,989,95,1
B6,CLT,LAS,716,1269,18,1
AS,DFW,CLT,364,710,96,1
AS,LAX,LAX,2981,1274,65,1
DL,SFO,LAS,534,2058,54,1
WN,JFK,CLT,470,1878,60,1
UA,DFW,ATL,2013,1579,171,1
AA,DFW,ORD,1800,1285,130,1
UA,ORD,ATL,507,1275,166,1
UA,LAX,LAX,1784,2266,72,1
WN,ATL,CLT,233,2260,88,1
AA,SFO,DEN,1937,161,165,1
DL,ORD,JFK,2955,162,37,1
NK,DEN,SFO,2299,2280,160,1
UA,SFO,ATL,2743,2302,42,1
AA,LAX,ATL,2442,227,139,1
DL,ORD,DFW,834,2080,61,1
NK,LAS,CLT,819,1929,68,1
UA,JFK,LAX,768,1734,89,1
AA,CLT,SFO,1096,2130,90,1
NK,JFK,LAS,2459,2308,178,1
WN,ORD,CLT,1431,626,64,1
AS,DEN,LAX,764,1965,110,1
AS,CLT,ATL,1947,1372,83,1
UA,SFO,JFK,2444,131,69,1
UA,ORD,ATL,509,2274,106,1
NK,DEN,DFW,1970,439,119,1
AA,JFK,DEN,1234,945,143,1
AS,CLT,LAX,991,1805,-13,0
UA,LAS,DFW,529,1540,36,1
DL,LAS,DFW,1324,1992,169,1
UA,ATL,ATL,2967,1020,23,1
AS,ATL,CLT,578,304,52,1
B6,SFO,SFO,2490,1896,111,1
AS,SFO,LAX,720,1761,89,1
DL,DEN,CLT,2470,2117,127,1
AA,SFO,CLT,1324,1338,-15,0
DL,JFK,DFW,1233,210,128,1
B6,LAS,SFO,734,1255,136,1
B6,DEN,ATL,2826,122,100,1
UA,CLT,DFW,2121,2266,170,1
UA,DFW,ORD,2785,836,-19,0
AS,SFO,ATL,2361,491,77,1
WN,ORD,ATL,430,1682,131,1
DL,JFK,SFO,1020,642,60,1
AS,SFO,JFK,2502,133,-17,0
